loss,binary_accuracy,val_loss,val_binary_accuracy,training_stage
0.6737412810325623,0.5321168899536133,0.681870698928833,0.5868291854858398,frozen
0.6552159786224365,0.5635708570480347,0.6675575375556946,0.5780958533287048,frozen
0.6366692781448364,0.5979027152061462,0.65544193983078,0.5979353189468384,frozen
0.6207543015480042,0.617526113986969,0.6326192021369934,0.7167361378669739,frozen
0.6128507256507874,0.658549427986145,0.6149778366088867,0.6914411783218384,frozen
0.5979296565055847,0.6995960474014282,0.616550862789154,0.7237367630004883,frozen
0.5935596227645874,0.7404063940048218,0.5947880148887634,0.7240328788757324,frozen
0.5760401487350464,0.7434612512588501,0.5917746424674988,0.7523747086524963,frozen
0.5679441094398499,0.7642413377761841,0.5751345753669739,0.768545389175415,frozen
0.5551887154579163,0.7666836380958557,0.5793047547340393,0.7639708518981934,frozen
0.544064462184906,0.7852480411529541,0.5485380291938782,0.7716363668441772,frozen
0.5305284857749939,0.7683118581771851,0.564505398273468,0.78199303150177,frozen
0.529769241809845,0.7637026906013489,0.5532657504081726,0.7592727541923523,frozen
0.5191535353660583,0.7839091420173645,0.5469346046447754,0.8065746426582336,frozen
0.5078542232513428,0.7878555655479431,0.5397147536277771,0.7758264541625977,frozen
0.5072688460350037,0.7960714101791382,0.5374829769134521,0.812307596206665,frozen
0.5055772662162781,0.8086997866630554,0.5311077237129211,0.7981978058815002,frozen
0.4940681755542755,0.8112470507621765,0.5316523909568787,0.7870911955833435,frozen
0.4895801842212677,0.8070355653762817,0.4914446771144867,0.8102843761444092,frozen
0.4819685220718384,0.8179501295089722,0.5002104640007019,0.8016103506088257,frozen
0.4755539894104004,0.8208268284797668,0.5013233423233032,0.827901303768158,frozen
0.47508707642555237,0.8009709119796753,0.5017761588096619,0.784966230392456,frozen
0.46221470832824707,0.8331013917922974,0.49001359939575195,0.8161299228668213,frozen
0.4563600718975067,0.830573320388794,0.500914454460144,0.8012014627456665,frozen
0.46451127529144287,0.831620991230011,0.4887024462223053,0.807208776473999,frozen
0.4510737955570221,0.8217186331748962,0.4690416753292084,0.827901303768158,frozen
0.45417848229408264,0.8347670435905457,0.4739537537097931,0.8161299228668213,frozen
0.450193852186203,0.8340651392936707,0.43107399344444275,0.8375635743141174,frozen
0.4362286329269409,0.8378377556800842,0.4619436264038086,0.819220781326294,frozen
0.4420173466205597,0.8402692675590515,0.42891672253608704,0.8287678956985474,frozen
0.4418688118457794,0.841028094291687,0.46807384490966797,0.8279013633728027,frozen
0.4289751350879669,0.8294978141784668,0.47356942296028137,0.8102125525474548,frozen
0.43309685587882996,0.8554764986038208,0.47515466809272766,0.8072088956832886,frozen
0.42284926772117615,0.8505847454071045,0.46411970257759094,0.8102124333381653,frozen
0.42289111018180847,0.8403489589691162,0.4611084461212158,0.7985194325447083,frozen
0.4207046329975128,0.8521852493286133,0.45942071080207825,0.8187613487243652,frozen
0.41343697905540466,0.8393830060958862,0.46347901225090027,0.8339946866035461,frozen
0.41707995533943176,0.8521169424057007,0.4523351192474365,0.8130389451980591,frozen
0.4118519127368927,0.8428422212600708,0.42996010184288025,0.8228301405906677,frozen
0.40154972672462463,0.8523572683334351,0.44893431663513184,0.8218081593513489,frozen
0.41792333126068115,0.8424109220504761,0.44946327805519104,0.8248547315597534,frozen
0.4063454568386078,0.8443765640258789,0.4262882173061371,0.8617063760757446,frozen
0.40366998314857483,0.8547365665435791,0.4513731002807617,0.8213186264038086,frozen
0.40711429715156555,0.8502058386802673,0.45311275124549866,0.804205060005188,frozen
0.40256860852241516,0.8416818380355835,0.4545449912548065,0.8014029860496521,frozen
0.3999175727367401,0.8500497341156006,0.4410831034183502,0.8248547315597534,frozen
0.39853203296661377,0.8467829823493958,0.3927220404148102,0.8077560067176819,frozen
0.3986301124095917,0.845097541809082,0.43845292925834656,0.8213186264038086,frozen
0.39338219165802,0.8442935347557068,0.4341840445995331,0.8248547911643982,frozen
0.3903925120830536,0.8513519167900085,0.4255580008029938,0.8161298632621765,frozen
0.6506242752075195,0.7212167382240295,0.5754696726799011,0.7316879034042358,finetune
0.4432034194469452,0.803112804889679,0.3802246153354645,0.8473847508430481,finetune
0.36073800921440125,0.8488377928733826,0.4142303764820099,0.831580638885498,finetune
0.3931082785129547,0.8220065832138062,0.3800692856311798,0.8387013673782349,finetune
0.3643721640110016,0.8375226855278015,0.46542850136756897,0.7876871228218079,finetune
0.37429162859916687,0.8442677855491638,0.3566039502620697,0.8337402939796448,finetune
0.3055212199687958,0.8892765641212463,0.34217333793640137,0.8465345501899719,finetune
0.2765740156173706,0.8824213743209839,0.3225806653499603,0.864461362361908,finetune
0.28378814458847046,0.8921732306480408,0.4762699604034424,0.8172764182090759,finetune
0.28010475635528564,0.8898746371269226,0.3097565472126007,0.8582715392112732,finetune
0.32419416308403015,0.8492985963821411,0.4535199701786041,0.7998411655426025,finetune
0.32501739263534546,0.8544206023216248,0.334420770406723,0.8522747159004211,finetune
0.28950658440589905,0.8790459632873535,0.35120704770088196,0.8441264033317566,finetune
0.2792448103427887,0.868461549282074,0.41698551177978516,0.8236913681030273,finetune
