loss,binary_accuracy,val_loss,val_binary_accuracy,training_stage
0.710699200630188,0.5513268709182739,0.6399524211883545,0.5530401468276978,frozen
0.6227619647979736,0.6262529492378235,0.661301851272583,0.6099462509155273,frozen
0.5590183734893799,0.7310160398483276,0.5730538368225098,0.6768914461135864,frozen
0.5086677670478821,0.7850217223167419,0.5561590194702148,0.7474058866500854,frozen
0.4949451982975006,0.7941128015518188,0.5440039038658142,0.6648878455162048,frozen
0.4638811945915222,0.814599335193634,0.5424723029136658,0.6870788931846619,frozen
0.4554821252822876,0.8302389979362488,0.4572737216949463,0.740540087223053,frozen
0.44464242458343506,0.8308941721916199,0.47798457741737366,0.7017303109169006,frozen
0.41015684604644775,0.8261910676956177,0.46833476424217224,0.7482401132583618,frozen
0.42642518877983093,0.8106982111930847,0.4763132333755493,0.6953909993171692,frozen
0.4150667190551758,0.8193206787109375,0.4327293634414673,0.7141557931900024,frozen
0.3947393298149109,0.8487327098846436,0.5120952129364014,0.6639260053634644,frozen
0.3962884247303009,0.836106538772583,0.4582453668117523,0.7391337752342224,frozen
0.37821483612060547,0.8370087146759033,0.5100693702697754,0.705645740032196,frozen
0.37510061264038086,0.8481826782226562,0.44180503487586975,0.7435370683670044,frozen
0.3899306654930115,0.84747713804245,0.48601794242858887,0.6596018671989441,frozen
0.3616794943809509,0.8333993554115295,0.47972121834754944,0.7554524540901184,frozen
0.3776818811893463,0.8236222863197327,0.3904803693294525,0.8009328246116638,frozen
0.35738974809646606,0.8429521322250366,0.4246757924556732,0.7278046607971191,frozen
0.36436784267425537,0.8676386475563049,0.4577716886997223,0.788131058216095,frozen
0.35851919651031494,0.8229015469551086,0.46158742904663086,0.7435370683670044,frozen
0.3624412715435028,0.833611249923706,0.4223710000514984,0.7944501042366028,frozen
0.34701311588287354,0.8481827974319458,0.48185229301452637,0.7580046653747559,frozen
0.3552590012550354,0.8344457149505615,0.3973027169704437,0.7964100241661072,frozen
0.35378414392471313,0.8379712700843811,0.46615707874298096,0.7405399680137634,frozen
0.3608633875846863,0.8444379568099976,0.48562124371528625,0.7400618195533752,frozen
0.3526218831539154,0.8554455041885376,0.3732165992259979,0.8259150981903076,frozen
0.3605367839336395,0.8298265337944031,0.462969571352005,0.7474058866500854,frozen
0.3539179563522339,0.8231704235076904,0.49421951174736023,0.7393838167190552,frozen
0.33934301137924194,0.8344373106956482,0.49718841910362244,0.6987844109535217,frozen
0.33902961015701294,0.8464184999465942,0.3567114770412445,0.8046486973762512,frozen
0.338722288608551,0.8454423546791077,0.45143938064575195,0.7429414987564087,frozen
0.3452857732772827,0.8429614305496216,0.42220115661621094,0.8182575702667236,frozen
0.3453823924064636,0.8576478362083435,0.39839625358581543,0.7808197736740112,frozen
0.31938207149505615,0.854839026927948,0.36172008514404297,0.8074156641960144,frozen
0.3266911208629608,0.856205403804779,0.3767637312412262,0.8203811049461365,frozen
0.3330850303173065,0.8488665223121643,0.3892936706542969,0.7548605799674988,frozen
0.30809319019317627,0.8613429069519043,0.5130773186683655,0.7331768870353699,frozen
0.31960010528564453,0.8510465621948242,0.42923983931541443,0.761644721031189,frozen
0.3175143599510193,0.854727029800415,0.4538000524044037,0.8046485781669617,frozen
0.3352908492088318,0.8540959358215332,0.39613771438598633,0.764540433883667,frozen
0.33219191431999207,0.8539895415306091,0.38582852482795715,0.8284935355186462,frozen
0.328184574842453,0.8609852194786072,0.41522112488746643,0.7848929166793823,frozen
0.33223339915275574,0.854095995426178,0.49183937907218933,0.7472527027130127,frozen
0.33399105072021484,0.8493973612785339,0.42259371280670166,0.7345081567764282,frozen
0.32041069865226746,0.8460060358047485,0.4464455544948578,0.7681360244750977,frozen
0.31482842564582825,0.8654257655143738,0.4457493722438812,0.7500197887420654,frozen
0.33106184005737305,0.8338305354118347,0.4452489912509918,0.7364269495010376,frozen
0.32898375391960144,0.8649123907089233,0.4730677604675293,0.7617942094802856,frozen
0.3147495985031128,0.8788292407989502,0.4266422688961029,0.8025522232055664,frozen
0.8808097839355469,0.6523827910423279,0.4765300750732422,0.70649653673172,finetune
0.40600210428237915,0.8296270370483398,0.5516322255134583,0.6755734086036682,finetune
0.3808383643627167,0.8315126895904541,0.3992685079574585,0.7660898566246033,finetune
0.32971224188804626,0.8428491353988647,0.4600774049758911,0.7744778990745544,finetune
0.33946382999420166,0.8350821137428284,0.47965073585510254,0.8377866744995117,finetune
0.3598337769508362,0.8249043822288513,0.47951164841651917,0.7121604681015015,finetune
0.31208890676498413,0.8645912408828735,0.4629615247249603,0.7517977356910706,finetune
0.2938537895679474,0.8697661757469177,0.43581557273864746,0.7577562928199768,finetune
0.29434847831726074,0.8466339707374573,0.4892845153808594,0.7907803654670715,finetune
0.27609702944755554,0.8532572388648987,0.4949156939983368,0.7744778990745544,finetune
0.21950210630893707,0.9089926481246948,0.655383825302124,0.8523588180541992,finetune
0.27704575657844543,0.887033998966217,0.5240211486816406,0.8111313581466675,finetune
0.2846536338329315,0.876876711845398,0.7229682803153992,0.7781128883361816,finetune
0.21107515692710876,0.9231016635894775,1.7087332010269165,0.6051908135414124,finetune
0.41511964797973633,0.8463679552078247,0.4946998059749603,0.6695504188537598,finetune
0.2718644142150879,0.8704160451889038,0.879469096660614,0.7065738439559937,finetune
0.265184611082077,0.881935179233551,0.5251290202140808,0.79350346326828,finetune
0.25367826223373413,0.8870930075645447,0.3778728246688843,0.7907344698905945,finetune
0.2538638412952423,0.8760575652122498,0.8698994517326355,0.7250375747680664,finetune
0.23728272318840027,0.8858126997947693,0.590519905090332,0.77595055103302,finetune
0.27086079120635986,0.8515032529830933,0.6902944445610046,0.7490692734718323,finetune
0.2679807245731354,0.8760577440261841,0.47575172781944275,0.8025522232055664,finetune
0.23148934543132782,0.9038371443748474,1.0359185934066772,0.6365907192230225,finetune
0.36148861050605774,0.8427162170410156,0.5731216073036194,0.8143078684806824,finetune
0.28606316447257996,0.8769020438194275,0.5687199234962463,0.7422851324081421,finetune
0.2522735893726349,0.9172183275222778,0.5600953698158264,0.7925754189491272,finetune
0.24551868438720703,0.887603223323822,0.5850210785865784,0.7798916697502136,finetune
0.18469484150409698,0.9157594442367554,0.7338690757751465,0.7998453378677368,finetune
0.16563256084918976,0.9308170080184937,1.064562439918518,0.7444856762886047,finetune
0.21100929379463196,0.9050385355949402,0.6789543628692627,0.7092574238777161,finetune
0.19528523087501526,0.9172229170799255,0.961439311504364,0.6667171120643616,finetune
0.16497531533241272,0.9454221129417419,0.82659512758255,0.721964418888092,finetune
0.16000427305698395,0.9415566325187683,0.905817449092865,0.7976452708244324,finetune
0.11685387045145035,0.9560889005661011,0.95265132188797,0.7824333906173706,finetune
0.14118339121341705,0.9400854110717773,0.6940323710441589,0.8592773675918579,finetune
0.1674787402153015,0.9338687658309937,0.8936559557914734,0.7654292583465576,finetune
0.13243195414543152,0.9543880224227905,0.6344050765037537,0.8096701502799988,finetune
0.15716204047203064,0.9368731379508972,0.7177237868309021,0.817613959312439,finetune
0.10756532102823257,0.9550076723098755,1.0780762434005737,0.8333601951599121,finetune
0.11543701589107513,0.9605015516281128,0.9819244742393494,0.824284553527832,finetune
0.1832919716835022,0.9345707893371582,0.9888794422149658,0.644083559513092,finetune
0.14023399353027344,0.9342409372329712,0.947432816028595,0.7655332088470459,finetune
0.12515226006507874,0.9530434608459473,0.6409123539924622,0.8620444536209106,finetune
