loss,binary_accuracy,val_loss,val_binary_accuracy,training_stage
0.7706268429756165,0.2741429805755615,0.7432131171226501,0.30459049344062805,frozen
0.7412763237953186,0.32214832305908203,0.701601505279541,0.4609788954257965,frozen
0.7170235514640808,0.38550010323524475,0.7032718062400818,0.4745641350746155,frozen
0.6981001496315002,0.4869699478149414,0.6760067343711853,0.5454285740852356,frozen
0.6847726702690125,0.5895180106163025,0.6752607226371765,0.6783326864242554,frozen
0.6593111753463745,0.6405386328697205,0.6535821557044983,0.6859878897666931,frozen
0.6440951228141785,0.668540894985199,0.6465776562690735,0.7771720290184021,frozen
0.6240190267562866,0.6901623606681824,0.6194735169410706,0.7663895487785339,frozen
0.6052725315093994,0.7662273049354553,0.6294145584106445,0.7471351027488708,frozen
0.5885540843009949,0.7214096188545227,0.594245195388794,0.7497143149375916,frozen
0.5828973054885864,0.7487791776657104,0.5965318083763123,0.7913411855697632,frozen
0.5760361552238464,0.7666810154914856,0.5818453431129456,0.7791545391082764,frozen
0.5635560154914856,0.7778852581977844,0.5660892724990845,0.7840000987052917,frozen
0.5599334836006165,0.7871618270874023,0.5524419546127319,0.8218812942504883,frozen
0.5389631390571594,0.7785505652427673,0.5607734322547913,0.777951180934906,frozen
0.5304918885231018,0.797980546951294,0.5372812747955322,0.7901819348335266,frozen
0.5291323661804199,0.7780463099479675,0.5392685532569885,0.7953096628189087,frozen
0.5206802487373352,0.7997650504112244,0.5269392132759094,0.8342764377593994,frozen
0.51736980676651,0.7829523682594299,0.5349770188331604,0.8102125525474548,frozen
0.5128926038742065,0.8050829172134399,0.5213568210601807,0.826058030128479,frozen
0.4963720142841339,0.8181017637252808,0.5206904411315918,0.8102126121520996,frozen
0.49296465516090393,0.8074846863746643,0.5198966264724731,0.8042051792144775,frozen
0.49075543880462646,0.7994365096092224,0.5067968964576721,0.8014029860496521,frozen
0.48290419578552246,0.8103960752487183,0.49992606043815613,0.7892163991928101,frozen
0.4785362780094147,0.8240931630134583,0.4841982424259186,0.8244674801826477,frozen
0.47945675253868103,0.8036349415779114,0.5004974007606506,0.8123076558113098,frozen
0.46499982476234436,0.840843915939331,0.4812908470630646,0.8658701181411743,frozen
0.4647810757160187,0.8166363835334778,0.47055187821388245,0.8248546719551086,frozen
0.4673495590686798,0.8342506289482117,0.4748940169811249,0.8382446765899658,frozen
0.45339715480804443,0.8266609311103821,0.4699207544326782,0.8534780740737915,frozen
0.4498487710952759,0.8310319781303406,0.47965705394744873,0.8187612891197205,frozen
0.4546264111995697,0.8473995327949524,0.45677146315574646,0.8275584578514099,frozen
0.4501052796840668,0.8383814692497253,0.45829376578330994,0.8438364863395691,frozen
0.4410698115825653,0.8319607973098755,0.45533832907676697,0.853478193283081,frozen
0.4374752938747406,0.8446086645126343,0.45033907890319824,0.8430129885673523,frozen
0.43935513496398926,0.8381263613700867,0.45055246353149414,0.8615527749061584,frozen
0.430806040763855,0.8415039777755737,0.4434065818786621,0.8312906622886658,frozen
0.4235747754573822,0.8440196514129639,0.42405930161476135,0.8751428723335266,frozen
0.4320094585418701,0.8323096632957458,0.4543057382106781,0.850446879863739,frozen
0.42793866991996765,0.8554481863975525,0.43853557109832764,0.874804675579071,frozen
0.42150840163230896,0.8355196118354797,0.4476630389690399,0.833333432674408,frozen
0.41799017786979675,0.8474452495574951,0.4473145306110382,0.8444393277168274,frozen
0.41573548316955566,0.8466606736183167,0.4323135316371918,0.84830641746521,frozen
0.4110551178455353,0.8495146036148071,0.44094744324684143,0.851353108882904,frozen
0.4146660268306732,0.8367582559585571,0.4085114002227783,0.8637141585350037,frozen
0.41265013813972473,0.8502729535102844,0.4272507429122925,0.8544415831565857,frozen
0.406631201505661,0.8557078242301941,0.4358762800693512,0.8361197113990784,frozen
0.39833855628967285,0.8491949439048767,0.41207149624824524,0.8585698008537292,frozen
0.41139423847198486,0.8559775948524475,0.4324668347835541,0.8422131538391113,frozen
0.405510276556015,0.8618230223655701,0.424589067697525,0.8645564913749695,frozen
0.5873522758483887,0.7678205370903015,0.40190589427948,0.8461813926696777,finetune
0.41229137778282166,0.7934856414794922,0.5289939045906067,0.7218180894851685,finetune
0.4372313320636749,0.8177302479743958,0.3503280580043793,0.8626181483268738,finetune
0.3414791524410248,0.8542398810386658,0.44461676478385925,0.8153185844421387,finetune
0.3234468102455139,0.8835554718971252,0.3906799256801605,0.8210409283638,finetune
0.4245215654373169,0.8378735184669495,0.37306249141693115,0.8195066452026367,finetune
0.33646920323371887,0.8780661821365356,0.35129475593566895,0.8714725375175476,finetune
0.3108624517917633,0.8695256114006042,0.3137255012989044,0.8825786709785461,finetune
0.29238390922546387,0.8930068612098694,0.3603801727294922,0.8096622824668884,finetune
0.2717219889163971,0.8976551294326782,0.35751739144325256,0.8405269980430603,finetune
0.2750108540058136,0.8883081674575806,0.3634852170944214,0.8616964221000671,finetune
0.26965275406837463,0.8935357928276062,0.31975942850112915,0.8534504771232605,finetune
0.26689672470092773,0.8962021470069885,0.3817481994628906,0.8256883025169373,finetune
0.27545443177223206,0.9054036140441895,0.2988744080066681,0.8726798295974731,finetune
0.27499499917030334,0.8773180842399597,0.30921363830566406,0.879054844379425,finetune
0.29117169976234436,0.884013295173645,0.3543282449245453,0.8578181266784668,finetune
0.2368043065071106,0.9025259017944336,0.258826345205307,0.85532146692276,finetune
0.22466202080249786,0.9051499366760254,0.43213316798210144,0.8129386305809021,finetune
0.19548074901103973,0.9185299873352051,0.3803648054599762,0.828207790851593,finetune
0.19626067578792572,0.9187613129615784,0.3032170832157135,0.8638939261436462,finetune
0.2526581883430481,0.9014113545417786,0.47712263464927673,0.7734196186065674,finetune
0.23346416652202606,0.896685004234314,0.30371350049972534,0.8531965017318726,finetune
0.1772550493478775,0.9261457324028015,0.30196473002433777,0.8257765769958496,finetune
0.15760943293571472,0.935119092464447,0.30589422583580017,0.7983975410461426,finetune
0.16122667491436005,0.941741943359375,0.3290715515613556,0.8363370895385742,finetune
0.19310207664966583,0.9249089360237122,0.47846531867980957,0.7847190499305725,finetune
0.21358580887317657,0.9089449048042297,0.5298755168914795,0.7980748414993286,finetune
0.23137962818145752,0.9167671799659729,0.3297256827354431,0.8738831281661987,finetune
0.17800259590148926,0.9267321228981018,0.3494170606136322,0.8358381390571594,finetune
0.14963264763355255,0.9487617015838623,0.23210538923740387,0.8884416222572327,finetune
0.14267705380916595,0.9521750211715698,0.35268697142601013,0.8827415108680725,finetune
0.1491468995809555,0.9440270066261292,0.3064926266670227,0.892163097858429,finetune
0.16442112624645233,0.9310246706008911,0.3168598413467407,0.8623365163803101,finetune
0.20868666470050812,0.9300268292427063,0.26287341117858887,0.882259726524353,finetune
0.14037463068962097,0.9438557028770447,0.2930090129375458,0.8633701801300049,finetune
0.12048802524805069,0.9491627216339111,0.3592315912246704,0.8402494192123413,finetune
0.16784924268722534,0.9235790967941284,0.24809850752353668,0.8791689276695251,finetune
0.13866694271564484,0.9485763907432556,0.48130178451538086,0.8022596836090088,finetune
0.1851201206445694,0.9364103078842163,0.45926618576049805,0.8330557346343994,finetune
